ID_Libro,Fecha_Creacion,Titulo,Paginas,Tema_Principal,Tags,Nivel_Tendencia_Mercado,Herramientas_AFAP,Precio_Venta
AF-375,2025-09-25 15:47:09,Guía de Finanzas Personales Vol. 56,59,Finanzas Personales,"presupuesto, inversión, ahorro, libertad financiera",7.9,4,12.27
CB-376,2026-02-22 22:47:09,Guía de Ansiedad Vol. 45,59,Ansiedad,"calma, estrés, respiración, mindfulness",7.9,4,16.35
AF-377,2025-11-02 22:47:09,Guía de Finanzas Personales Vol. 48,56,Finanzas Personales,"libertad financiera, presupuesto, inversión, ahorro",7.5,5,12.74
AF-378,2025-09-18 18:47:09,Guía de Crecimiento Personal Vol. 81,57,Crecimiento Personal,"resiliencia, psicología, motivación, cambio, autoestima",7.6,3,11.06
AF-379,2025-06-15 00:47:09,Guía de Finanzas Personales Vol. 58,58,Finanzas Personales,"libertad financiera, presupuesto, ahorro, inversión, dinero",7.5,5,11.89
AF-380,2026-01-04 02:47:09,Guía de Crecimiento Personal Vol. 94,50,Crecimiento Personal,"autoestima, motivación, resiliencia",8.5,4,11.09
AF-381,2025-08-30 03:47:09,Guía de Productividad Vol. 43,52,Productividad,"hábitos, enfoque, tiempo",7.2,4,10.36
AF-382,2025-08-08 06:47:09,Guía de Productividad Vol. 99,57,Productividad,"tiempo, mañana, hábitos, disciplina",8.4,3,12.14
AF-383,2025-05-20 12:47:09,Guía de Liderazgo Vol. 42,55,Liderazgo,"estrategia, oficina, comunicación, equipos, empatía",8.9,3,11.67
CB-384,2025-05-15 09:47:09,Guía de Productividad Vol. 31,63,Productividad,"hábitos, mañana, enfoque, tiempo",7.4,3,14.82
AF-385,2026-03-09 16:47:09,Guía de Crecimiento Personal Vol. 89,54,Crecimiento Personal,"autoestima, motivación, resiliencia, cambio",7.3,5,11.63
CB-386,2025-12-04 14:47:09,Guía de Ansiedad Vol. 90,53,Ansiedad,"respiración, mindfulness, paz mental",9.9,5,16.56
CB-387,2025-07-30 09:47:09,Guía de Crecimiento Personal Vol. 46,54,Crecimiento Personal,"autoestima, cambio, psicología, motivación",8.7,5,16.04
CB-388,2025-09-05 08:47:09,Guía de Liderazgo Vol. 42,64,Liderazgo,"comunicación, estrategia, equipos, oficina",8.6,4,16.69
AF-389,2026-01-24 03:47:09,Guía de Productividad Vol. 100,62,Productividad,"mañana, hábitos, enfoque, tiempo, metas",8.0,3,13.22
CB-390,2025-06-28 20:47:09,Guía de Crecimiento Personal Vol. 99,54,Crecimiento Personal,"psicología, resiliencia, motivación, cambio, autoestima",7.3,5,14.08
AF-391,2026-02-19 23:47:09,Guía de Ansiedad Vol. 14,65,Ansiedad,"estrés, salud, respiración",9.0,5,15.25
CB-392,2026-02-03 14:47:09,Guía de Ansiedad Vol. 78,52,Ansiedad,"mindfulness, respiración, estrés",8.4,5,14.22
AF-393,2025-06-11 18:47:09,Guía de Crecimiento Personal Vol. 48,51,Crecimiento Personal,"psicología, autoestima, resiliencia, cambio, motivación",7.2,3,11.22
AF-394,2026-02-03 04:47:09,Guía de Finanzas Personales Vol. 50,56,Finanzas Personales,"libertad financiera, inversión, dinero",8.9,3,12.27
AF-395,2026-02-25 05:47:09,Guía de Finanzas Personales Vol. 46,64,Finanzas Personales,"presupuesto, ahorro, libertad financiera, dinero, inversión",8.5,5,13.87
AF-396,2026-01-30 14:47:09,Guía de Liderazgo Vol. 71,60,Liderazgo,"management, estrategia, empatía, comunicación",7.7,5,12.78
AF-397,2025-09-24 15:47:09,Guía de Crecimiento Personal Vol. 58,62,Crecimiento Personal,"autoestima, psicología, cambio",7.0,3,13.39
AF-398,2025-07-02 23:47:09,Guía de Ansiedad Vol. 28,60,Ansiedad,"salud, paz mental, mindfulness",7.3,4,12.36
AF-399,2025-10-07 06:47:09,Guía de Finanzas Personales Vol. 32,57,Finanzas Personales,"dinero, ahorro, libertad financiera, inversión",8.7,3,12.72
CB-400,2025-12-02 04:47:09,Guía de Finanzas Personales Vol. 13,59,Finanzas Personales,"libertad financiera, presupuesto, ahorro",9.3,4,16.15
